ResponseId,duration,CRT,RME,age,education,race,gender,income,political_fiscal,political_social,political_party,marital_status
Response_537,2428,6,25,45,4-year college degree,Asian,Male,"$40,000 to $49,999",Somewhat Conservative,Somewhat Conservative,Democrat,Married or Domestic Partnership
Response_538,704,0,11,27,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Conservative,Somewhat Liberal,Democrat,Single Never Married
Response_539,2811,1,27,54,Some college or vocational training,White,Male,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_540,2625,0,31,34,High school diploma,White,Male,"$30,000 to $39,999",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_541,3067,5,24,33,4-year college degree,White,Male,"$60,000 to $69,999",Somewhat Liberal,Somewhat Conservative,Independent,Single Never Married
Response_542,2942,6,29,36,Less than high school diploma,White,Male,"$40,000 to $49,999",Somewhat Conservative,Moderate,Republican,Single Never Married
Response_543,3103,0,29,53,Some college or vocational training,White,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_544,2604,5,32,39,High school diploma,Asian,Female,"$20,000 to $29,999",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_545,1105,0,24,41,4-year college degree,White,Female,"$70,000 to $79,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_546,1390,5,29,21,4-year college degree,Asian,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_547,2714,3,22,33,4-year college degree,White,Male,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_548,1379,0,26,49,2-year college degree,White,Female,"$40,000 to $49,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_549,1835,6,32,41,4-year college degree,White,Male,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_550,1977,0,27,52,High school diploma,Black,Female,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_551,813,0,12,29,4-year college degree,White,Male,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_552,1299,1,31,44,Some college or vocational training,White,Female,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_553,1475,0,27,40,2-year college degree,White,Female,"$40,000 to $49,999",Moderate,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_554,2245,0,26,58,Some college or vocational training,White,Male,"$80,000 to $89,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_555,2237,6,27,66,Doctoral degree,White,Female,"$20,000 to $29,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_556,2400,6,27,60,2-year college degree,White,Male,"$50,000 to $59,999",Strongly Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_557,1602,3,30,69,2-year college degree,White,Female,"$30,000 to $39,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_558,543,0,9,26,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_559,1419,6,33,28,4-year college degree,Black,Female,"$30,000 to $39,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_560,2639,3,13,25,4-year college degree,White,Male,"$90,000 to $99,999",Moderate,Somewhat Liberal,Democrat,Single Never Married
Response_561,2385,1,34,53,Doctoral degree,White,Female,"$70,000 to $79,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_562,1232,5,31,37,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Liberal,Moderate,Democrat,Single Never Married
Response_563,2143,5,31,62,4-year college degree,White,Male,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_564,1446,1,30,51,2-year college degree,Asian,Female,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_565,1732,2,25,50,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_566,5133,4,22,36,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Liberal,Democrat,Single Never Married
Response_567,3639,6,29,25,4-year college degree,White,Male,"$20,000 to $29,999",Somewhat Conservative,Somewhat Liberal,Independent,Single Never Married
Response_568,2430,4,30,43,High school diploma,White,Male,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_569,1286,0,25,35,High school diploma,White,Male,"$20,000 to $29,999",Strongly Conservative,Somewhat Conservative,Republican,Single Never Married
Response_570,1038,1,14,42,4-year college degree,White,Male,"$70,000 to $79,999",Strongly Conservative,Strongly Conservative,Democrat,Married or Domestic Partnership
Response_571,1372,6,28,49,2-year college degree,White,Male,"$60,000 to $69,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_572,2168,5,33,56,2-year college degree,White,Male,"$50,000 to $59,999",Moderate,Strongly Liberal,Democrat,Divorced
Response_573,2250,4,31,35,2-year college degree,White,Female,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_574,4734,4,13,38,4-year college degree,Black,Male,"$100,000 to $149,999",Strongly Conservative,Strongly Conservative,Democrat,Married or Domestic Partnership
Response_575,1905,5,29,41,4-year college degree,White,Male,"$150,000 or more",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_576,1395,1,23,31,Some college or vocational training,Black,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_577,2822,1,32,55,4-year college degree,White,Female,"Less than $10,000",Moderate,Somewhat Conservative,Republican,Single Never Married
Response_578,1468,5,20,41,4-year college degree,Asian,Female,"$100,000 to $149,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_579,1258,3,9,25,4-year college degree,White,Male,"$90,000 to $99,999",Moderate,Moderate,Democrat,Single Never Married
Response_580,3703,0,28,56,2-year college degree,White,Female,"$80,000 to $89,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_581,4676,4,24,78,Post-college degree,White,Male,"$10,000 to $19,999",Strongly Conservative,Strongly Conservative,Independent,Married or Domestic Partnership
Response_582,2738,4,32,35,4-year college degree,Black,Female,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_583,2490,0,8,31,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_584,2529,6,35,61,"Professional degree (JD, MD)",Indigenous,Male,"$80,000 to $89,999",Moderate,Somewhat Liberal,Independent,Single Never Married
Response_585,2767,1,31,64,2-year college degree,White,Female,"$60,000 to $69,999",Somewhat Liberal,Strongly Liberal,Democrat,Divorced
Response_586,6418,0,21,48,Some college or vocational training,Black,Female,"$70,000 to $79,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_587,1391,3,29,33,2-year college degree,White,Female,"$80,000 to $89,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_588,2202,6,30,52,4-year college degree,White,Female,"$10,000 to $19,999",Strongly Liberal,Somewhat Liberal,Democrat,Divorced
Response_589,6592,6,31,46,Post-college degree,White,Female,"$70,000 to $79,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_590,2183,4,32,39,Post-college degree,Asian,Female,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Independent,Single Never Married
Response_591,1312,6,32,54,Post-college degree,White,Female,"$150,000 or more",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_592,1938,6,22,39,Post-college degree,White,Female,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_593,2226,3,28,57,Post-college degree,White,Male,"$100,000 to $149,999",Strongly Conservative,Somewhat Conservative,Republican,Divorced
Response_594,1972,3,35,51,4-year college degree,White,Female,"$20,000 to $29,999",Strongly Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_595,1010,1,17,48,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_596,2138,0,29,55,Some college or vocational training,White,Female,"$40,000 to $49,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_597,1260,4,23,43,4-year college degree,White,Male,"$60,000 to $69,999",Somewhat Conservative,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_598,1620,6,28,26,4-year college degree,White,Female,"$100,000 to $149,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_599,1924,4,23,65,Post-college degree,White,Male,"$150,000 or more",Strongly Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_600,1605,1,29,42,Some college or vocational training,White,Female,"$30,000 to $39,999",Somewhat Conservative,Somewhat Liberal,Independent,Single Never Married
Response_601,2871,6,25,60,"Professional degree (JD, MD)",White,Male,"$30,000 to $39,999",Strongly Conservative,Strongly Liberal,Independent,Single Never Married
Response_602,1580,6,24,42,4-year college degree,White,Female,"$50,000 to $59,999",Moderate,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_603,1010,5,34,22,4-year college degree,White,Other,"$150,000 or more",Strongly Liberal,Strongly Liberal,Independent,Single Never Married
Response_604,1544,4,31,67,4-year college degree,White,Female,"$60,000 to $69,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_605,2949,0,33,34,High school diploma,White,Female,"$10,000 to $19,999",Moderate,Moderate,Independent,Divorced
Response_606,1639,4,30,32,4-year college degree,White,Male,"Less than $10,000",Somewhat Conservative,Somewhat Conservative,Independent,Single Never Married
Response_607,3477,4,30,65,4-year college degree,White,Female,"$90,000 to $99,999",Strongly Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_608,2208,4,25,58,Post-college degree,White,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Liberal,Republican,Divorced
Response_609,4418,4,29,56,4-year college degree,White,Female,"$100,000 to $149,999",Moderate,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_610,1999,0,15,39,High school diploma,White,Male,"$30,000 to $39,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_611,4276,3,23,32,4-year college degree,Black,Female,"Less than $10,000",Strongly Conservative,Strongly Conservative,Republican,Single Never Married
Response_612,2321,4,21,46,Some college or vocational training,White,Male,"$20,000 to $29,999",Somewhat Conservative,Somewhat Liberal,Republican,Single Never Married
Response_613,1556,6,26,43,4-year college degree,White,Male,"$40,000 to $49,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_614,2934,5,33,49,4-year college degree,White,Male,"$30,000 to $39,999",Moderate,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_615,2743,4,28,61,4-year college degree,White,Female,"$40,000 to $49,999",Somewhat Conservative,Somewhat Conservative,Independent,Single Never Married
Response_616,2282,4,29,37,Some college or vocational training,Other,Female,"$50,000 to $59,999",Somewhat Conservative,Somewhat Liberal,Democrat,Single Never Married
Response_617,5094,0,24,46,High school diploma,White,Male,"$20,000 to $29,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_618,1592,4,32,65,2-year college degree,White,Male,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Democrat,Divorced
Response_619,1371,4,29,43,Doctoral degree,White,Female,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_620,1569,6,17,33,2-year college degree,White,Male,"Less than $10,000",Somewhat Liberal,Somewhat Liberal,Independent,Single Never Married
Response_621,2433,6,26,24,4-year college degree,Black,Female,"$80,000 to $89,999",Moderate,Moderate,Independent,Single Never Married
Response_622,4353,6,27,36,4-year college degree,White,Male,"$90,000 to $99,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_623,1022,5,29,46,4-year college degree,Asian,Male,"$80,000 to $89,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_624,1365,3,27,32,4-year college degree,White,Female,"$40,000 to $49,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_625,2281,0,25,60,Post-college degree,White,Female,"$50,000 to $59,999",Moderate,Strongly Liberal,Independent,Single Never Married
Response_626,1470,0,24,51,Some college or vocational training,White,Female,"$50,000 to $59,999",Moderate,Moderate,Independent,Single Never Married
Response_627,1819,0,27,37,2-year college degree,Black,Female,"$20,000 to $29,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_628,780,1,25,29,2-year college degree,White,Male,"$20,000 to $29,999",Moderate,Moderate,Independent,Single Never Married
Response_629,1912,0,23,50,Some college or vocational training,Black,Female,"Less than $10,000",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_630,1809,1,29,57,2-year college degree,White,Female,"$100,000 to $149,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_631,2098,2,25,43,4-year college degree,White,Female,"$20,000 to $29,999",Moderate,Somewhat Liberal,Independent,Separated
Response_632,1843,6,30,21,Some college or vocational training,Asian,Female,"$150,000 or more",Moderate,Somewhat Liberal,Democrat,Single Never Married
Response_633,1176,6,32,49,Post-college degree,White,Male,"$150,000 or more",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
